Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08136_002E,B08136_007E,B08136_012E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,zip code tabulation area,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,avg_travel_ctv,avg_travel_pt,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_one_car,pct_households_two_cars,pct_households_three_cars,pct_households_four_more_cars,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year,zip
48,ZCTA5,,104,11,,0,,0,,52,,0,,0,,0,,,,,93,11,0,,104,120,0,20,43,45,12,120,120,0,234,234,0,0,0,0,234,0,0,0,0,44,2872,,,,,,,89.42307692307693,10.576923076923077,0.0,16.666666666666664,35.833333333333336,37.5,10.0,100.0,0.0,100.0,100.0,0.0,2015,02872
49,ZCTA5,,176,24,,0,,0,,0,,22,,0,,0,,5045.0,-666666666.0,-666666666.0,176,0,0,71296.0,176,123,0,77,24,0,22,123,99,24,218,218,0,0,0,0,218,0,0,0,0,44,2873,,,,,28.664772727272727,-inf,100.0,0.0,0.0,62.60162601626016,19.51219512195122,0.0,17.88617886178862,100.0,19.51219512195122,80.48780487804879,100.0,0.0,2015,02873
50,ZCTA5,,202,35,,64,,18,,0,,0,,0,,0,,6200.0,-666666666.0,-666666666.0,202,0,0,,202,138,0,56,33,49,0,138,49,89,251,251,0,0,0,0,251,0,0,0,0,44,2876,,,,,30.69306930693069,-inf,100.0,0.0,0.0,40.57971014492754,23.91304347826087,35.507246376811594,0.0,100.0,64.4927536231884,35.507246376811594,100.0,0.0,2015,02876
51,ZCTA5,,506,8,,27,,35,,13,,20,,42,,15,,,,,106,22,11,-666666666.0,568,0,0,0,0,0,0,0,0,0,1538,1159,97,0,175,43,1196,103,3,209,20,44,2912,,,,,,,18.66197183098592,3.873239436619718,,,,,,,,,75.35760728218466,24.642392717815344,2015,02912
52,ZCTA5,,1237,101,,133,,127,,91,,23,,14,,67,,,,,1237,0,0,68958.0,1275,825,57,251,240,198,79,825,720,105,2228,1989,173,53,0,0,1989,173,53,0,0,44,2808,,,,,,,97.01960784313724,0.0,6.909090909090909,30.424242424242426,29.09090909090909,24.0,9.575757575757576,93.0909090909091,12.727272727272728,87.27272727272727,89.27289048473968,10.727109515260324,2015,02808
53,ZCTA5,,847,237,,15,,134,,79,,37,,13,,0,,,,,814,18,15,112901.0,892,497,0,76,271,138,12,497,481,16,1669,1519,126,0,24,0,1519,126,0,24,0,44,2812,,,,,,,91.25560538116592,2.0179372197309418,0.0,15.29175050301811,54.52716297786721,27.76659959758551,2.414486921529175,100.0,3.2193158953722336,96.78068410462777,91.01258238466148,8.987417615338526,2015,02812
54,ZCTA5,200100.0,8440,1261,32790.0,1377,35005.0,1149,23265.0,902,15800.0,552,8850.0,348,4940.0,93,2305.0,182480.0,9835.0,6950.0,8001,170,98,84409.0,8891,7458,450,2316,3093,1018,581,7458,5603,1855,18065,16824,231,43,508,421,17245,400,197,598,0,44,2818,23.708530805687204,25.699393479909023,19.046806435884932,15.322222222222225,22.807149106361702,57.85294117647059,89.98987740411653,1.9120458891013383,6.033789219629927,31.053901850362024,41.4722445695897,13.649772056851702,7.79029230356664,93.96621078037008,24.87262000536337,75.12737999463664,93.13036257957376,6.869637420426239,2015,02818
55,ZCTA5,96215.0,2803,475,17940.0,219,6405.0,371,12480.0,106,2385.0,142,3465.0,88,3210.0,52,1330.0,,,,2780,15,0,76408.0,2897,1957,20,423,804,493,217,1957,1630,327,5235,5017,28,0,6,184,5201,128,161,6,0,44,2825,34.3257224402426,35.0792507204611,31.163522012578618,29.02173913043478,,,95.96133931653436,0.5177770107007249,1.0219724067450178,21.614716402657127,41.08329075114972,25.191619826264688,11.088400613183444,98.97802759325498,16.709248850281043,83.29075114971896,95.8357211079274,4.164278892072589,2015,02825
56,ZCTA5,,1075,114,,143,,87,,60,,33,,15,,39,,,,,1063,0,6,96071.0,1101,730,13,111,323,171,112,730,630,100,2033,2000,0,0,33,0,2000,0,0,33,0,44,2827,,,,,,,96.54859218891916,0.0,1.7808219178082192,15.205479452054796,44.24657534246575,23.424657534246577,15.342465753424658,98.2191780821918,13.6986301369863,86.3013698630137,98.3767830791933,1.6232169208066896,2015,02827
57,ZCTA5,,5363,1111,,613,,901,,186,,347,,159,,27,,,,,5228,33,46,82772.0,5560,3700,135,790,1516,730,529,3700,3293,407,9672,9507,28,20,17,91,9598,28,74,31,0,44,2857,,,,,,,94.02877697841726,0.5935251798561151,3.6486486486486487,21.35135135135135,40.97297297297297,19.72972972972973,14.297297297297298,96.35135135135135,11.0,89.0,98.2940446650124,1.705955334987593,2015,02857
58,ZCTA5,,3045,279,,226,,254,,276,,251,,138,,58,,58640.0,3130.0,2010.0,2198,75,9,76010.0,3174,1171,56,383,531,162,39,1171,781,390,7969,6769,338,0,396,284,6992,448,72,444,5,44,2881,,,,,26.678798908098276,41.73333333333333,69.25015752993069,2.3629489603024574,4.782237403928266,32.70708795900939,45.345858240819815,13.834329632792484,3.330486763450043,95.21776259607174,33.30486763450043,66.69513236549957,84.94164888944661,15.058351110553394,2015,02881
59,ZCTA5,,787,228,,80,,119,,57,,16,,0,,0,,,,,774,0,0,82145.0,787,581,32,65,318,67,99,581,422,159,1406,1405,1,0,0,0,1405,1,0,0,0,44,2898,,,,,,,98.3481575603558,0.0,5.507745266781412,11.187607573149744,54.73321858864028,11.53184165232358,17.03958691910499,94.4922547332186,27.36660929432014,72.63339070567987,99.92887624466572,0.0711237553342816,2015,02898
60,ZCTA5,258825.0,11186,1292,26045.0,902,17515.0,1387,26240.0,722,12415.0,837,16510.0,393,4870.0,102,1900.0,,,,9297,1103,321,30877.0,11419,8699,1770,4302,1953,495,179,8699,2315,6384,27568,9033,6910,452,1791,920,9805,7455,570,1836,54,44,2907,23.138297872340427,19.85414767547858,18.32859174964438,17.382113821138212,,,81.41693668447326,9.659339696996234,20.34716634095873,49.45396022531325,22.450856420278196,5.690309230946085,2.057707782503736,79.65283365904126,73.38774571789861,26.61225428210139,32.76625072547882,67.23374927452119,2015,02907
61,ZCTA5,,1387,373,,195,,168,,69,,45,,52,,0,,,,,1308,25,0,71439.0,1417,954,12,231,399,258,54,954,883,71,2228,2228,0,0,0,0,2228,0,0,0,0,44,2804,,,,,,,92.3076923076923,1.7642907551164433,1.257861635220126,24.21383647798742,41.82389937106918,27.044025157232703,5.660377358490567,98.74213836477988,7.442348008385744,92.55765199161424,100.0,0.0,2015,02804
62,ZCTA5,121960.0,3756,717,23110.0,380,10635.0,421,10675.0,146,4435.0,220,3575.0,129,3750.0,0,-666666666.0,,,,3690,28,12,82896.0,3924,2709,92,592,1204,486,335,2709,2463,246,7328,7057,35,0,53,131,7177,98,57,64,0,44,2814,32.470713525026625,30.76116681859617,26.64902998236332,20.988538681948423,,,94.03669724770644,0.7135575942915392,3.3960871170173497,21.853082318198595,44.44444444444444,17.940199335548172,12.366186784791436,96.60391288298264,9.080841638981171,90.91915836101884,96.30185589519652,3.6981441048034935,2015,02814
63,ZCTA5,,2777,404,,475,,446,,94,,176,,73,,43,,,,,2723,40,0,85942.0,2906,2175,44,516,921,602,92,2175,1690,485,6117,5402,69,24,286,193,5595,171,76,286,0,44,2817,,,,,,,93.70268410185822,1.3764624913971095,2.022988505747126,23.724137931034484,42.3448275862069,27.67816091954023,4.2298850574712645,97.97701149425288,22.298850574712645,77.70114942528735,88.31126369135197,11.68873630864803,2015,02817
64,ZCTA5,,3190,548,,472,,342,,160,,185,,0,,0,,,,,3115,49,0,83465.0,3509,2361,39,438,1210,397,277,2361,1938,423,6470,6086,88,0,118,100,6184,105,92,118,0,44,2822,,,,,,,88.77172983756056,1.396409233399829,1.6518424396442184,18.55146124523507,51.24947056332063,16.81490893689115,11.732316814908938,98.3481575603558,17.916137229987296,82.0838627700127,94.06491499227202,5.935085007727976,2015,02822
65,ZCTA5,,2518,425,,398,,382,,103,,253,,26,,114,,,,,2365,31,0,95175.0,2726,2360,52,692,857,574,185,2360,1864,496,5464,5223,0,17,144,80,5303,42,17,168,0,44,2835,,,,,,,86.7571533382245,1.137197358767425,2.2033898305084745,29.322033898305083,36.3135593220339,24.322033898305083,7.838983050847458,97.79661016949152,21.01694915254237,78.98305084745762,95.58931185944364,4.410688140556369,2015,02835
66,ZCTA5,95635.0,3445,471,17440.0,461,10260.0,374,8520.0,107,2080.0,254,6130.0,76,1855.0,69,970.0,,,,3388,10,17,74826.0,3695,3048,52,712,1550,530,204,3048,2644,404,7772,7315,12,114,0,294,7583,58,203,136,14,44,2813,27.760522496371557,29.721030042918454,22.03742203742204,24.196969696969692,,,91.6914749661705,0.2706359945872801,1.7060367454068242,23.35958005249344,50.85301837270341,17.38845144356955,6.692913385826772,98.29396325459318,13.25459317585302,86.74540682414698,94.11991765311372,5.880082346886258,2015,02813
67,ZCTA5,239025.0,11721,1469,39525.0,1509,31910.0,1667,28595.0,808,11025.0,1249,17550.0,443,9365.0,172,2925.0,,,,9280,342,339,57275.0,12355,10728,1845,4541,3274,817,251,10728,4441,6287,23171,19458,1454,104,165,1146,20295,2312,538,207,0,44,2840,20.392884566163296,23.98757555406313,16.00808080808081,15.907210401891254,,,75.11129097531364,2.7681100768919467,17.197986577181208,42.32848620432513,30.518269947800142,7.615585384041759,2.3396718866517525,82.80201342281879,58.60365398956004,41.39634601043997,83.97565922920892,16.024340770791078,2015,02840
68,ZCTA5,,76,15,,17,,0,,0,,0,,0,,0,,1610.0,-666666666.0,-666666666.0,76,0,0,,76,44,17,0,27,0,0,44,44,0,93,93,0,0,0,0,93,0,0,0,0,44,2836,,,,,21.18421052631579,-inf,100.0,0.0,38.63636363636363,0.0,61.36363636363637,0.0,0.0,61.36363636363637,0.0,100.0,100.0,0.0,2015,02836
69,ZCTA5,43540.0,1477,288,7015.0,164,4045.0,210,5615.0,66,2115.0,105,1380.0,56,820.0,25,630.0,,,,1358,9,26,78370.0,1782,1640,53,474,721,311,81,1640,1289,351,3504,3407,38,0,12,32,3439,65,0,17,0,44,2837,29.47867298578199,24.469026548672566,28.007246376811597,13.664596273291924,,,76.20650953984287,0.5050505050505051,3.231707317073171,28.90243902439024,43.96341463414634,18.963414634146343,4.939024390243903,96.76829268292684,21.402439024390244,78.59756097560975,97.23173515981736,2.768264840182648,2015,02837
70,ZCTA5,,421,187,,73,,30,,0,,0,,0,,0,,,,,421,0,0,90583.0,437,235,0,62,123,21,29,235,128,107,662,662,0,0,0,0,662,0,0,0,0,44,2858,,,,,,,96.33867276887872,0.0,0.0,26.382978723404253,52.34042553191489,8.936170212765958,12.340425531914894,100.0,45.53191489361702,54.46808510638298,100.0,0.0,2015,02858
71,ZCTA5,181710.0,6843,827,23725.0,688,19410.0,1231,29210.0,519,12955.0,538,10810.0,307,6960.0,144,2975.0,,,,6575,76,39,61827.0,7105,6316,258,2189,2452,1071,346,6316,4175,2141,13448,13053,62,12,51,146,13169,90,36,99,83,44,2882,26.55414291977203,28.471947194719476,24.094285714285714,21.02958579881657,,,92.54046446164674,1.0696692470091484,4.084863837872071,34.658011399620015,38.82203926535782,16.95693476884104,5.478150728309057,95.91513616212794,33.89803673210893,66.10196326789108,97.06276026174896,2.937239738251041,2015,02882
72,ZCTA5,219435.0,10024,1270,31920.0,1078,21420.0,1348,22395.0,893,17220.0,617,10170.0,247,4805.0,178,2250.0,,,,9593,103,12,61375.0,10419,9163,641,2952,3788,1380,402,9163,5715,3448,21415,20168,164,162,573,290,20445,263,266,664,0,44,2891,21.890961691939346,22.71720613287905,17.677376171352076,17.332175925925927,,,92.0721758326135,0.9885785584029176,6.995525482920441,32.216522972825494,41.34017243260941,15.060569682418423,4.387209429226236,93.00447451707956,37.62959729346285,62.37040270653716,94.17697875321038,5.823021246789634,2015,02891
73,ZCTA5,139405.0,7671,1007,16815.0,734,9380.0,1074,16310.0,591,8970.0,720,12010.0,215,2645.0,101,815.0,,,,7194,138,59,64397.0,7994,6414,264,2440,2578,827,305,6414,3405,3009,16052,13168,937,45,666,904,13979,1333,391,1033,99,44,2842,18.17298918002868,15.045950603101666,15.183183183183184,15.67379679144385,,,89.99249437077809,1.7262947210407806,4.11599625818522,38.04178359837855,40.193327096975366,12.893670096663548,4.755222949797319,95.88400374181478,46.913002806361085,53.08699719363892,82.03339147769748,17.966608522302515,2015,02842
74,ZCTA5,291160.0,12444,1412,34125.0,1968,41330.0,1250,29175.0,557,10900.0,563,11460.0,249,4850.0,122,1740.0,271630.0,11760.0,2025.0,11792,254,37,54700.0,12740,10058,644,4108,3819,1070,417,10058,6234,3824,26225,20715,2425,52,442,843,21319,2960,232,564,77,44,2861,23.397621343619416,22.32396449704142,22.17764250138351,20.08620689655172,23.03510854816825,46.2992125984252,92.55886970172683,1.9937205651491368,6.402863392324518,40.84310996221913,37.9697753032412,10.638297872340424,4.145953469874727,93.59713660767548,38.01948697554185,61.98051302445814,78.98951382268827,21.010486177311723,2015,02861
75,ZCTA5,292210.0,14026,1321,29330.0,1547,38160.0,2648,55775.0,1508,28890.0,2325,41545.0,726,10675.0,288,4240.0,192120.0,54480.0,8115.0,9258,1112,120,71927.0,15142,10914,1209,5110,3753,680,162,10914,5224,5690,28648,22327,1674,65,2962,744,22844,1982,152,3380,142,44,2906,20.833452160273776,23.53207810320781,20.37175168431184,17.115699770567026,20.75178224238497,48.992805755395686,61.14119667150971,7.343811913881917,11.07751511819681,46.82059739783764,34.38702583837273,6.230529595015576,1.4843320505772404,88.92248488180319,52.13487264064505,47.86512735935496,77.9356325048869,22.064367495113096,2015,02906
76,ZCTA5,221250.0,10067,1251,33995.0,1391,26855.0,1130,17895.0,644,10090.0,801,13485.0,462,8495.0,118,1530.0,168010.0,40535.0,7720.0,8095,996,240,37692.0,10469,8610,1253,3846,2615,634,262,8610,3998,4612,25635,13636,4710,211,1299,1239,14360,5563,481,1417,86,44,2905,21.97774908115625,23.031794095382285,15.775084554678692,17.40300870942201,20.75478690549722,40.69779116465863,77.32352660234979,9.513802655458974,14.552845528455286,44.66898954703833,30.371660859465734,7.363530778164924,3.0429732868757258,85.44715447154472,53.56562137049941,46.434378629500586,53.19290033157792,46.80709966842208,2015,02905
0,ZCTA5,310085.0,13345,2107,40700.0,1945,42390.0,1405,36215.0,577,10070.0,788,17395.0,104,4380.0,361,6435.0,273575.0,29815.0,3840.0,12372,447,188,44269.0,13789,12591,2140,5273,3725,1007,446,12591,5964,6627,30613,19801,5832,68,696,1375,20689,6865,326,999,216,44,2904,23.236043461970777,20.505923000987167,23.352674066599395,24.41143497757848,22.112431296475915,66.70022371364654,89.72369279860759,3.241714410036986,16.996267174966246,41.87912000635375,29.5846239377333,7.997776189341593,3.542212691605115,83.00373282503375,52.6328329759352,47.36716702406481,64.68167118544409,35.318328814555905,2019,02904
1,ZCTA5,404440.0,17372,2450,56790.0,1752,35670.0,3222,70965.0,632,13395.0,1447,28605.0,594,9345.0,557,12240.0,,,,15396,792,261,42041.0,18113,14167,2622,6479,3944,856,266,14167,4571,9596,40809,19409,6272,504,1819,1686,20262,7146,1074,2160,232,44,2909,23.281142067695143,22.003807710613994,21.88894654903996,18.593826555609997,,,84.99972395517031,4.372550102136587,18.507799816474908,45.73304157549234,27.839344956589255,6.042210771511258,1.8776028799322368,81.4922001835251,67.73487682642761,32.265123173572384,47.560587125389006,52.439412874610994,2019,02909
2,ZCTA5,135890.0,6293,999,24120.0,932,17420.0,500,10775.0,304,6560.0,406,6055.0,262,4680.0,71,790.0,,,,5592,10,77,83516.0,6528,4687,255,1544,1817,780,291,4687,3624,1063,14139,12920,306,13,509,289,13185,399,87,572,38,44,2917,21.59383441919593,21.51216986017608,21.56094527363184,16.070359281437124,,,85.66176470588235,0.1531862745098039,5.44058032856838,32.942180499253254,38.76680179219117,16.641775122679753,6.208662257307447,94.55941967143164,22.679752506934072,77.32024749306593,91.37845675083103,8.621543249168965,2019,02917
3,ZCTA5,,350,26,,15,,63,,0,,19,,76,,29,,9755.0,-666666666.0,-666666666.0,350,0,0,69321.0,350,253,12,135,78,14,14,253,74,179,723,620,0,0,0,0,620,0,0,0,0,44,2802,,,,,27.87142857142857,-inf,100.0,0.0,4.743083003952568,53.359683794466406,30.8300395256917,5.533596837944664,5.533596837944664,95.25691699604744,70.7509881422925,29.249011857707508,85.75380359612724,14.246196403872752,2019,02802
4,ZCTA5,,254,61,,44,,0,,0,,0,,0,,0,,,,,222,0,0,91964.0,254,178,30,14,9,98,27,178,155,23,418,418,0,0,0,0,418,0,0,0,0,44,2826,,,,,,,87.4015748031496,0.0,16.853932584269664,7.865168539325842,5.056179775280898,55.0561797752809,15.168539325842698,83.14606741573034,12.921348314606742,87.07865168539325,100.0,0.0,2019,02826
5,ZCTA5,,894,157,,51,,65,,0,,10,,0,,0,,,,,160,0,71,-666666666.0,1565,0,0,0,0,0,0,0,0,0,1633,1297,143,0,73,91,1388,176,25,106,0,44,2841,,,,,,,10.22364217252396,0.0,,,,,,,,,79.42437232088182,20.57562767911819,2019,02841
6,ZCTA5,,70,21,,14,,16,,0,,0,,0,,0,,825.0,-666666666.0,-666666666.0,70,0,0,-666666666.0,103,132,46,49,21,16,0,132,116,16,244,244,0,0,0,0,244,0,0,0,0,44,2872,,,,,11.785714285714286,-inf,67.96116504854369,0.0,34.84848484848485,37.121212121212125,15.909090909090908,12.12121212121212,0.0,65.15151515151516,12.12121212121212,87.87878787878788,100.0,0.0,2019,02872
7,ZCTA5,,159,0,,36,,37,,0,,0,,0,,0,,5125.0,-666666666.0,-666666666.0,159,0,0,108750.0,159,106,0,53,53,0,0,106,106,0,200,200,0,0,0,0,200,0,0,0,0,44,2873,,,,,32.23270440251572,-inf,100.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2019,02873
8,ZCTA5,,148,0,,0,,63,,0,,25,,0,,16,,4725.0,-666666666.0,-666666666.0,148,0,0,-666666666.0,148,219,0,194,25,0,0,219,84,135,353,330,0,0,0,23,353,23,0,0,0,44,2876,,,,,31.92567567567568,-inf,100.0,0.0,0.0,88.58447488584474,11.415525114155251,0.0,0.0,100.0,61.64383561643836,38.35616438356164,93.48441926345608,6.515580736543909,2019,02876
9,ZCTA5,,459,12,,3,,21,,23,,15,,33,,2,,,,,140,13,11,-666666666.0,539,0,0,0,0,0,0,0,0,0,1340,957,73,0,211,64,1004,104,18,230,4,44,2912,,,,,,,25.97402597402597,2.411873840445269,,,,,,,,,71.41791044776119,28.58208955223881,2019,02912
10,ZCTA5,,1083,284,,34,,125,,122,,104,,22,,20,,,,,1059,0,24,74500.0,1083,764,0,222,240,264,38,764,540,224,2312,2220,61,0,0,0,2220,61,0,0,0,44,2808,,,,,,,97.78393351800554,0.0,0.0,29.05759162303665,31.413612565445025,34.55497382198953,4.973821989528796,100.0,29.31937172774869,70.68062827225131,96.02076124567472,3.97923875432526,2019,02808
11,ZCTA5,,608,100,,79,,108,,0,,18,,0,,0,,,,,608,0,0,113221.0,634,403,0,113,178,78,34,403,374,29,1207,1087,88,0,0,32,1119,120,0,0,0,44,2812,,,,,,,95.89905362776024,0.0,0.0,28.03970223325062,44.168734491315135,19.35483870967742,8.436724565756824,100.0,7.196029776674938,92.80397022332508,90.05799502899751,9.942004971002486,2019,02812
12,ZCTA5,220295.0,8470,1410,39580.0,1628,41885.0,1281,30015.0,681,12580.0,538,11705.0,166,4045.0,62,1285.0,209355.0,8315.0,1815.0,8186,130,59,102621.0,9023,7599,554,2007,3509,1079,450,7599,5611,1988,18292,16493,192,141,815,526,16989,370,340,985,38,44,2818,26.008854781582052,26.815339038841344,21.70998980632008,22.37215909090909,25.57476178841925,63.96153846153846,90.72370608445084,1.4407624958439544,7.2904329517041715,26.41136991709436,46.17712856954863,14.199236741676536,5.921831819976313,92.70956704829582,26.16133701802869,73.83866298197131,90.16509949704788,9.83490050295211,2019,02818
13,ZCTA5,,3136,604,,261,,245,,54,,191,,9,,79,,,,,3045,45,8,87829.0,3329,2031,49,333,829,502,318,2031,1734,297,5768,5530,26,0,13,199,5729,59,104,75,0,44,2825,,,,,,,91.4689095824572,1.3517572844698107,2.41260462826194,16.395864106351553,40.81733136386016,24.71688823239783,15.657311669128507,97.58739537173808,14.623338257016249,85.37666174298376,95.873786407767,4.12621359223301,2019,02825
14,ZCTA5,42105.0,1216,188,7130.0,128,4580.0,115,2930.0,39,1210.0,44,1025.0,63,2040.0,43,835.0,,,,1176,0,16,82946.0,1229,857,4,101,380,295,77,857,838,19,2202,2151,9,0,25,17,2161,26,0,25,0,44,2827,34.625822368421055,37.05696202531646,26.883116883116884,28.64485981308411,,,95.68755085435312,0.0,0.4667444574095682,11.7852975495916,44.340723453908986,34.42240373395566,8.98483080513419,99.53325554259042,2.2170361726954493,97.78296382730454,97.68392370572208,2.316076294277929,2019,02827
15,ZCTA5,,4481,967,,588,,732,,145,,290,,161,,73,,,,,4365,28,6,96004.0,4713,3159,66,665,1253,660,515,3159,2828,331,8206,8009,43,0,96,45,8054,66,22,96,0,44,2857,,,,,,,92.61616804583068,0.5941014215998303,2.089268755935423,21.05096549540994,39.66445077556189,20.892687559354226,16.302627413738524,97.91073124406458,10.477999366888255,89.52200063311174,97.59931757250791,2.400682427492079,2019,02857
16,ZCTA5,,2591,175,,186,,162,,177,,310,,55,,108,,,,,1806,49,0,79111.0,2723,1044,82,306,420,145,91,1044,651,393,7629,6475,404,24,400,188,6600,500,49,524,11,44,2881,,,,,,,66.32390745501286,1.7994858611825193,7.854406130268199,29.310344827586203,40.22988505747127,13.88888888888889,8.71647509578544,92.1455938697318,37.64367816091954,62.35632183908047,84.87350897889631,15.126491021103682,2019,02881
17,ZCTA5,,793,291,,24,,84,,0,,15,,64,,10,,24760.0,-666666666.0,-666666666.0,793,0,0,77917.0,834,581,20,157,279,79,46,581,390,191,1289,1236,0,0,53,0,1236,0,0,53,0,44,2898,,,,,31.22320302648172,-inf,95.08393285371704,0.0,3.4423407917383817,27.022375215146297,48.02065404475043,13.59724612736661,7.917383820998279,96.5576592082616,32.87435456110155,67.12564543889845,95.88828549262996,4.111714507370055,2019,02898
18,ZCTA5,274820.0,12000,1273,26915.0,1308,26515.0,1507,24410.0,762,13620.0,384,7465.0,482,14025.0,218,8770.0,,,,10458,1080,128,39877.0,12840,9362,1508,4503,2713,596,42,9362,2730,6632,31294,11534,6672,768,2186,1963,12673,7920,1148,2703,49,44,2907,22.901666666666667,20.70127857419605,16.760687527545173,24.81524249422633,,,81.44859813084112,8.411214953271028,16.10766930143132,48.09869685964537,28.97885067293313,6.366161076693014,0.4486220892971587,83.89233069856868,70.83956419568467,29.16043580431532,36.85690547708826,63.14309452291174,2019,02907
19,ZCTA5,207870.0,7667,1526,45065.0,1326,35875.0,1178,30455.0,659,15100.0,495,11975.0,293,6675.0,68,2145.0,,,,7333,230,0,125125.0,8222,6051,121,1367,3015,1066,482,6051,5365,686,16153,14989,81,18,601,441,15406,180,66,910,0,44,2806,27.112299465240643,28.38008415147265,24.79858464888405,23.66751269035533,,,89.18754560934079,2.7973729019703235,1.9996694761196496,22.591307221946785,49.826474962816064,17.61692282267394,7.965625516443563,98.00033052388036,11.336969096017189,88.66303090398281,92.79390825233703,7.206091747662972,2019,02806
20,ZCTA5,460120.0,16123,2324,65195.0,2114,66380.0,1754,47765.0,732,18935.0,870,20055.0,205,3400.0,229,3890.0,,,,15790,94,91,72471.0,16710,13338,454,3915,5981,2158,830,13338,10157,3181,32738,31110,174,17,310,662,31648,665,283,334,7,44,2816,28.53811325435713,29.64736367733213,26.83024939662108,21.81860465116279,,,94.49431478156792,0.5625374027528427,3.4038086669665617,29.35222672064777,44.84180536812116,16.17933723196881,6.222822012295697,96.59619133303345,23.849152796521217,76.15084720347878,95.02718553363064,4.972814466369357,2019,02816
21,ZCTA5,103775.0,3600,719,20665.0,534,10905.0,296,5625.0,248,5085.0,244,4310.0,75,1460.0,39,855.0,,,,3574,17,8,86772.0,3756,3020,346,735,1329,393,217,3020,2479,541,7592,7156,1,0,142,172,7302,47,56,215,0,44,2828,28.82638888888889,25.195530726256983,19.6875,18.087774294670847,,,95.15441959531417,0.4526091586794462,11.456953642384104,24.337748344370866,44.00662251655629,13.013245033112582,7.185430463576159,88.54304635761589,17.913907284768214,82.08609271523179,94.25711275026345,5.742887249736564,2019,02828
22,ZCTA5,,2414,547,,300,,340,,26,,127,,29,,91,,80565.0,-666666666.0,-666666666.0,2414,0,0,80128.0,2482,1919,50,470,867,390,142,1919,1563,356,4795,4586,45,0,91,59,4645,78,0,91,0,44,2832,,,,,33.37406793703397,-inf,97.26027397260276,0.0,2.605523710265764,24.491922876498176,45.17978113600834,20.32308494007296,7.399687337154768,97.39447628973424,18.55132881709224,81.44867118290776,95.64129301355578,4.358706986444213,2019,02832
23,ZCTA5,,1498,248,,141,,72,,73,,234,,15,,19,,,,,1429,13,9,62697.0,1552,1351,120,597,448,106,80,1351,621,730,3495,3286,66,0,47,95,3381,122,4,82,0,44,2838,,,,,,,92.07474226804123,0.8376288659793815,8.882309400444116,44.189489267209474,33.160621761658035,7.846039970392302,5.921539600296077,91.11769059955589,54.0340488527017,45.9659511472983,94.02002861230328,5.979971387696709,2019,02838
24,ZCTA5,471035.0,18018,2716,72155.0,2619,64570.0,2059,48995.0,794,15955.0,1181,24685.0,244,4030.0,100,2150.0,444540.0,24475.0,1680.0,17511,336,113,91806.0,18546,13238,854,3668,5601,2172,943,13238,10183,3055,34797,32494,434,5,866,443,32892,610,165,920,8,44,2864,26.142468642468643,25.62792877225867,22.76550998948475,20.150877192982456,25.38632859345554,72.8422619047619,94.41928178582984,1.8117114202523457,6.451125547665811,27.708113008007253,42.3100166188246,16.40731228282218,7.123432542680163,93.5488744523342,23.077504154706148,76.92249584529385,93.38161335747334,6.618386642526655,2019,02864
25,ZCTA5,210480.0,7559,1261,30585.0,913,23720.0,912,23535.0,382,8795.0,452,11125.0,274,7275.0,83,1110.0,,,,7494,6,38,75295.0,7833,6569,261,1968,2773,1036,531,6569,5105,1464,15774,15221,180,13,132,177,15384,344,66,132,13,44,2878,27.84495303611589,24.97930082796688,24.984544049459043,25.34435261707989,,,95.6721562619686,0.0765990042129452,3.973207489724463,29.95889785355457,42.213426701172175,15.77104582128178,8.08342213426701,96.02679251027554,22.28649718374182,77.71350281625818,96.49423101305946,3.505768986940535,2019,02878
